0,74,False,텔레폰 넘버 궁금하다,cnn
0,0,True,어디 연락 하다 ?,cnn
0,0,True,문 의처 번호 알다,cnn
0,74,False,넘버 궁금하다,cnn
0,258,False,알다 폰 넘버,cnn
0,0,True,비상 연락 하다 되다 어디 해,cnn
0,258,False,문의사항 있다 어디 연락 하다 좋다 ?,cnn
0,258,False,문의 어디 해 ?,cnn
0,136,False,문의 하다 만 곳 전화번호 알다,cnn
0,28,False,고객 센터 번호 알다,cnn
0,0,True,불만 사항 어디 말 하다,cnn
0,36,False,불편하다 점 있다 어디 말 하다,cnn
0,0,True,공항 문제 있다 어디 연락 하다 ?,cnn
0,211,False,불만 사항 접수 어디 다가 해,cnn
0,0,True,불만 있다 어디 얘기 하다,cnn
0,1,False,공항 대표 번호 알다,cnn
0,0,True,수도관 이상하다 같다 어디 문의 해 ?,cnn
1,1,True,어떻다 타고 가야 되다 ? 공항 갈다 때,cnn
1,1,True,어떻다 가야 하다 ? 공항 가다,cnn
1,1,True,공항 차 타고 가다 ?,cnn
1,1,True,가다 어떻다 되다 인천공항,cnn
1,1,True,인천공항 가다 무슨 방법 이 있다,cnn
1,1,True,어떻다 대중교통 있다 ? 인천공항 갈다,cnn
1,1,True,인천 갈다 때 뭐 타고 가다 ?,cnn
1,1,True,뭐 타고 가면 되다 건지다 알다 공항,cnn
1,75,False,인천공항 처음 가보다 무슨 교통 편이 용하다 되다,cnn
1,1,True,인천공항 어떻다 가다 추천 하다 ?,cnn
1,1,True,경로 어떻다 되다 보여주다 인천 공 하다 갈다 때,cnn
1,106,False,어떤 식 갈수 있다 되다 인천공항,cnn
1,1,True,인천공항 가다 안 내 도와주다,cnn
1,106,False,국제공항 갈수 있다 길 알다,cnn
1,1,True,뭐 타고 가면 공항 도착 하다 ?,cnn
1,75,False,국제공항 가기 쉽다 교통 정보,cnn
1,1,True,공항 가다 검색 해주다,cnn
1,1,True,인천공항 티투 가다 어느 도로 타다 ?,cnn
1,1,True,인천공항 어느 방향 가면 되다 ?,cnn
1,1,True,자동차 공항 어떻다 가면 되다,cnn
1,1,True,인천공항 가다 처음 어떻다 가야 하다 모르다,cnn
2,2,True,온라인 청약 시 서류 첨부 관련 되다 정보 찾다,cnn
2,2,True,온라인 청약 시 어떻다 기준 서류 첨부 하다 ?,cnn
2,2,True,온라인 청약 시 서류 첨부 어떻다 기준 따르다 ?,cnn
2,2,True,온라인 청약 하다 때 서류 첨부 무슨 규정 따르다 ?,cnn
2,2,True,온라인 청약 시 서류 첨부 권장 사항,cnn
2,2,True,온라인 청약 하다 때 서류 첨부 어떻다 방식 권장 돼다 ?,cnn
3,3,True,채우다 공제 가입 신청 하다 절차 좀 알다,cnn
3,3,True,공제 가입 절차,cnn
3,3,True,청년 내일 채우다 공제 가입 처리 절차,cnn
3,3,True,청년 내일 채우다 공제 가입 절차 찾다,cnn
3,3,True,내일 채우다 공제 가입 단계 어떻다 돼다 ?,cnn
3,269,False,채우다 공제 가입 단계 설명 해주다,cnn
3,3,True,내일 채우다 공제 가입 과정 ?,cnn
4,67,False,왜 가입 승인 늦어지다 ?,cnn
4,4,True,본부 연결 늦어지다 이유 뭔가 ?,cnn
4,4,True,승인 늦어지다 왜 이렇다 ?,cnn
4,4,True,왜 지역 본부 연결 지연 되다 알 싶다,cnn
4,4,True,가입 승인 지연 되다 문제,cnn
4,4,True,왜 본부 연결 연기 되다 있다 ?,cnn
5,5,True,청약 승인 되다 시간 얼마나 드나 ?,cnn
5,5,True,청약 승인 어느 정도 기간 소요 되다,cnn
5,5,True,청약 신청 하다 승인 얼마나 걸리다 요 ?,cnn
5,5,True,접수 대기 상태 승인 되다 몇 일이 걸리다 ?,cnn
5,5,True,청약 신청 후 승인 소요 시간,cnn
5,5,True,몇 일 걸리다 승인 완료 되다 ?,cnn
6,275,False,수화물 찌그러지다,cnn
6,6,True,캐리어 ? 망가지다 어쩌,cnn
6,6,True,수하물 ? 훼손 ? 돼다 ? 어디 가다 ?,cnn
6,6,True,맡기다 화물 ? 부서지다 수리 해주다 ?,cnn
6,172,False,수하물 손상 심다 ? 어떻다 해 ?,cnn
6,6,True,항공 수화물 ? 훼손 되다 경우 뭘 해주다,cnn
6,6,True,파손 되다 ? 짐 ? 누가 ? 책임지다 ?,cnn
6,6,True,망가지다 수하물 ? 어떻다 ? 보상 받다 ?,cnn
6,6,True,해결 해주다 ? 곳 ? 부서지다 짐,cnn
6,6,True,수화물 중간 ? 훼손 된거 같다,cnn
6,240,False,가방 손잡이 끊어지다 보상 해주다,cnn
6,6,True,보상 신고 하 법 ? 수화물 파손 시,cnn
6,6,True,수화물 ? 파손 돼다 ?,cnn
6,6,True,수화물 ? 망가지다 채 나오다 어쩌지,cnn
6,6,True,캐리어 ? 망가지다 !,cnn
6,6,True,어떻다 ? 알다 ?? 파손 화물,cnn
6,6,True,변상 문의 ? 화물 ? 파손 돼다 때,cnn
6,24,False,수화물 ? 부서지다 ? 어디서 ? 변상 받다,cnn
6,6,True,수화물 ? 파손 대해 ? 보상 신청 하다 ?,cnn
6,6,True,수화물 ? 파손 되다 ? 어디 ? 바로 가다,cnn
6,71,False,훼손 되다 ? 짐 ? 배상 신청 ? 하다,cnn
6,6,True,수하물 ? 파손 되다 경우 나 ? 어떻다 해 ?,cnn
6,6,True,내 ? 캐리어 ? 망가지다 채 ? 받다,cnn
6,6,True,내 ? 캐리어 ? 망가지다 ? 도착 하다,cnn
6,6,True,부치다 ? 캐리어 ? 망가지다 때 ?,cnn
6,6,True,출국 ? 후 ? 수화물 ? 망가지다 걸 알 돼다,cnn
6,6,True,출국 나서다 ? 수화물 ? 망가지다 알 ? 어떻다 해 ?,cnn
6,6,True,수화물 ? 파손 되다 ? 어디 ? 연락 하나요 ?,cnn
6,6,True,수화물 ? 파손 ? 시 ? 어디 ? 얘기 하나요 ?,cnn
6,6,True,수화물 ? 망가지다 ? 어떻다 해 ?,cnn
6,6,True,수화물 ? 파손 ? 돼다 ? 어디 ? 연락 하다 ? 신고 하나요 ?,cnn
6,6,True,가방 ? 찢어지다 ? 어디 ? 문의 하다 ?,cnn
6,6,True,캐리어 ? 망가지다 ? 어디 ? 요청 하나요 ?,cnn
6,6,True,내 ? 짐 ? 파손 되다 ?,cnn
6,42,False,들다 ? 꽃병 ? 깨지다 ? 배상 ? 받다 ? 수 ? 있다 ?,cnn
6,42,False,비행기 흔들리다 ? 도자기 ? 깨지다 ? 배상 ? 가능하다 ?,cnn
7,7,True,제 1 여객 터미널 파리바게트 영업 시간 ?,cnn
7,7,True,가다 메골손 만 어디 있다 ?,cnn
7,0,False,가족 회관 어디 있다 ?,cnn
7,7,True,1 여객 스타벅스 위치 알다,cnn
7,7,True,공차 영업 시간 알다,cnn
7,7,True,던킨도너츠 어디 있다 ?,cnn
7,7,True,KFC 영 엉 시간 알다,cnn
7,85,False,놀부 부대찌개 위치 알다,cnn
7,7,True,니 맛 영업 시간 알다,cnn
7,7,True,던킨도너츠 위치 어디,cnn
7,85,False,던킨 커피하우스 위치 어디,cnn
7,7,True,면 채반 위치 안내 해주다,cnn
7,7,True,스트릿 어딨다 알다,cnn
7,85,False,제 1 여객 사누끼 보레 위치,cnn
7,85,False,사누끼 보레 위치 알다,cnn
7,85,False,사누끼 보레 위치,cnn
7,85,False,케이에프씨 위치 안내 해주다,cnn
7,7,True,제 일 제 면소 운영 시간 안내 해주다,cnn
7,7,True,리 나스 연락처 알다,cnn
7,7,True,리 나스 제 2 여객 터미널 면세 지역,cnn
7,240,False,무쇠 화 반 티원 일반 지역,cnn
7,7,True,리 나스 운영 시간 안내 해주다,cnn
7,7,True,스벅 어디 써다,cnn
7,7,True,포 베이 어딨다,cnn
7,7,True,포 베이 어디 써다,cnn
7,7,True,포 베이 어딨다,cnn
7,7,True,하이네켄 어디 써다,cnn
7,13,False,손수 헌 위치,cnn
8,8,True,구비 서류 누락 되다 경우 인 허가 청구 소송 관련 판례 찾다,cnn
8,8,True,인 허가 청구 신청 시 심의 ? 기간 얼마나 걸리다 ?,cnn
8,8,True,인 허가 청구 신청 관할 기관 어디 ?,cnn
8,8,True,인 허가 청구 신청 대한 심사 기준 대한 판례 보여주다,cnn
8,8,True,행정청 인 허가 신청 거부 하다 수 없다 경우 대해 서술 판례 찾다,cnn
8,8,True,법령 위배 되다 인 허가 청구 신청 관련 판례 보여주다,cnn
8,8,True,공익 중대하다 피해 예상 되다 경우 인 허가 청구 소송 관련 판례 알다,cnn
8,8,True,행정청 인 허가 신청 거부 하다 수 있다 경우 대해 명시 판례 검색 해주다,cnn
8,8,True,관련 없다 타 법령 잘못 적용 경우 인 허가 청구 소송 관련 판례 알다,cnn
8,8,True,공공 복리 증진 위 인 허가 청구 관련 소송 판례 보기,cnn
8,8,True,서류 제출 미비 인하다 인 허가 청구 소송 관련 판례 알다,cnn
8,8,True,인 허가 청구 소송 적용 법령 대한 대법원 판례 보여주다,cnn
8,8,True,청구권 범위 대해 논 인 허가 청구 소송 관련 대법원 판례 검색 해주다,cnn
8,8,True,인 허가 청구 소송 심사 기준 대한 대법원 판례 알다,cnn
8,8,True,비례 원칙 대해 명시 인 허가 청구 소송 관련 대법원 판례 문 보기,cnn
8,8,True,형평성 어긋나다 인 허가 청구 소송 대한 판례 검색 해주다,cnn
8,8,True,인 허가 청구 소송 절차 대한 대법원 판례 보여주다,cnn
8,8,True,인 허가 청구 소송 형평성 대해 명시 대법원 판례 찾다,cnn
8,8,True,행정청 인 허가 청구 결정 재량 권 대해 논 대법원 판례 검색 해주다,cnn
8,8,True,인 허가 청구 소송 신청 절차 관련 위헌 판례 있다 ?,cnn
9,9,True,어떻다 방법 완납 증명서 떼다 ?,cnn
9,9,True,완납 증명서 어떻다 떼다 거야 ?,cnn
9,9,True,홈택스 어떻다 하다 완납 증명서 발급 하다 수 있다 ?,cnn
9,9,True,홈택스 완납 증명서 어떻다 발급 하나요 ?,cnn
9,9,True,홈택스 완납 증명서 발급 받다 싶다,cnn
9,9,True,홈택스 완납 증명서 어떻다 과정 발급 하다 수 있다 ?,cnn
10,10,True,너 노래 듣다 싶다,cnn
10,207,False,너 목소리 보이다,cnn
10,10,True,요새 신나다 노래 뭐 있다 ?,cnn
10,10,True,너 자주 듣다 노래 뭐 ?,cnn
10,10,True,노래 들어가다 ~,cnn
10,10,True,노래 불다 보다,cnn
10,10,True,제일 좋아하다 노래 뭐,cnn
10,10,True,요새 인기 있다 곡 ?,cnn
10,10,True,요새 차트 1 위 달리다 노래 불다,cnn
10,10,True,노래 요새 뭐 인기 있다 ?,cnn
10,10,True,애창 곡 있다 ?,cnn
10,207,False,랩좀 해주다,cnn
10,10,True,지금 이 순간 불다,cnn
10,275,False,조용필 킬리만자로 표범 틀어주다,cnn
10,10,True,세일러문 주제가 불다,cnn
