id,sentence
"0","데이터 주고받기가 무엇인가요?"
"0","데이터 주고받기가 어떤거죠?"
"0","데이터 주고받기란?"
"0","데이터 주고받기에 대해 알려주세요"
"0","데이터 주기와 받기가 뭔가요?"
"0","데이터 주고받기 서비스에서 대상자 제한이 이나요?"
"0","데이터 주고받기 이용이 가능한 대상자가 있나요?"
"0","데이터 주고받기는 누구랑 할 수 있어요?"
"0","이용이 가능한 대상자가 있나요?"
"1","오토롱 필링라이트 서비스에 대해 알려주세요"
"1","오토롱 필링라이트가 있다면서요? 어떤 서비스지요?"
"1","오토롱 필링라이트는?"
"1","오토롱필링라이트 문의"
"1","오토롱필링라이트 서비스란?"
"1","오토롱필링라이트가 뭐지?"
"1","오토롱필링라이트가 뭔가요?"
"1","오토롱필링라이트가 뭔지 알려줘요"
"1","오토롱필링라이트를 알려주세요"
"1","오토롱필링라이트에 대해 알려주세요"
"2","쇼핑콕을 선택하면 어떤 혜택을 받을 수 있나요?"
"3","링 요금제 사용 시 부모 충전 동의 사항은 변경이 가능한가요?"
"4","개인사업자가 아닌데 세금계산서 받는 방법 알려줘요"
"4","개인사업자가 아닌데 세금계산서 받을라고요"
"4","개인사업자가 아닐 경우, 세금계산서를 어떻게 받나요?"
"4","세금계산서 받을려는데 개인사업자가 아니라고 안된다고 하던데 정말 그래요?"
"4","세금계산서는 개인사업자만 받을수 있어요?"
"5","고객센터앱으로 오늘까지 사용한 금액(실시간 요금)을 확인할 수 있나요?"
"5","고객센터앱으로 지금까지 사용요금 알고싶어요"
"5","실시간 사용요금을 앱으로 알려주세요"
"6","링 요금제 자동 상한 옵션에 대해 설명해 주세요."
"7","청소년스페셜 얼마야?"
"7","청소년스페셜 요금제가 뭐지?"
"7","청소년스페셜 요금제는 얼마야?"
"7","청소년스페셜 요금제라는게 있다면서?"
"7","청소년스페셜 요금제에 대해서 알려줘"
"7","청소년스페셜이 뭐야?"
"7","청소년스페셜이 요금제가 어떤것인지 알려주세요"
"8","데이터 주고 받기 한도는요?"
"8","데이터 주고 받기에서 횟수 제한이 있나요?"
"8","데이터 주고받기 기준이 뭔가요?"
"8","데이터를 마음껏 주고 받을 수 있는 건가요?"
"8","한달에 얼만큼 데이터 주고 받기를 할 수 있나요?"
"8","데이터 주고받기 어떻게 쓰죠?"
"8","데이터 주고받기 이용 방법을 알려주세요."
"8","데이터 주고받기 이용방법을 알려주세요."
"8","데이터 주기 이용 방법을 알려주세요."
"9","교과월정액 서비스가 뭔가요?"
"9","교과월정액 서비스란?"
"9","교과월정액 서비스에 대해 알려주세요"
"9","교과월정액 이용방법을 알려주세요."
"9","청소년 요금제 중 데이터를 제한없이 이용할 수 있는 요금제가 있나요?"
"9","청소년스페셜 요금제에 포함된 교과월정액은 어떤 서비스인가요?"
"10","납부계좌 은행 바꿔주세요"
"10","납부계좌를 다른 사람 명의의 계좌로 변경할 수 있나요?"
"10","납부계좌를 다른 사람것으로 바꿀수 있나요?"
"10","납부계좌를 다른 사람것으로 변경할 수 있나요?"
"10","납부계좌를 바꿔줘"
"10","납부계좌의 은행 변경할수 있어요?"
"10","납부은행 바꿔주세요"
"10","납부카드를 가족명의로 바꿀수 있나요?"
"10","납부카드를 다른 가족것으로 바꿀수 있나요?"
"10","납부카드를 다른 가족것으로 변경할 수 있나요?"
"10","납부카드를 바꿔줘"
"10","납부통장을 다른 가족걸로 바꾸고 싶어요"
"10","납부통장을 다른 사람것으로 바꿔줘요"
"10","납부통장을 다른 사람것으로 변경하고 싶어요"
"10","납부통장을 바꿔주세요"
"10","납부통장을 바꿔줘"
"10","내 납부통장을 다른 카드로 바꿔주세요"
"11","세금계산서를 발급받고 싶은데 어떻게 해야하나요?"
"11","세금계산서를 신청방법은?"
"11","세금계산서를 어떻게 신청해?"
"11","세금계산서를 팩스로 받고싶습니다."
"11","홈페이지에서 세금계산서를 신청할 수 있나요?"
"12","sentence"
"13","쇼핑콕 인터파크 도서 혜택"
"13","쇼핑콕 인터파크에서 책살때 혜택좀 알려주"
"13","쇼핑콕에서 인터파크 도서 혜택이 뭐죠?"
"13","인터파크 도서 혜택에 대해 알려주세요.(쇼핑콕 선택 시)"
"14","1월요금 얼마야?"
"14","2월요금 얼마야?"
"14","내야 되는 요금이 얼마예요?"
"14","어떤요금들이 청구됐는지 상세하게 알려주세요"
"14","요금 청구액 알려줘요"
"14","이번 달 청구금액이 얼마예요?"
"14","이번달 납부할 금액 상세내역 확인부탁드립니다."
"14","이번달에 얼마 나왔어요?"
"14","이번달에 청구금액이 왜이렇게 많이 나왔나요?"
"14","지난 달 청구되었던 금액 좀 알려주세요"
"14","청구 요금 알려줘요"
"14","청구요금 상세내역"
"15","특별등급 대상자 선정시기가 연 1회라는게 무슨뜻인가요?"
"15","특별등급 대상자 선정시기는 언제죠?"
"15","특별등급 대상자 선정은 일년에 한번만인가요?"
"15","특별등급 대상자는 언제 기준으로 선정되요?"
"15","특별등급 대상자를 연 1회 선정한다는 의미가 뭐죠?"
"16","인터넷 요금은 현금영수증발행이 가능한가요?"
"16","인터넷 요금을 현금영수증으로 발급받을수 있어요?"
"16","인터넷에서 현금영수증으로 발급받을수 있어요?"
"16","현금영수증 인터넷 발행 가능해?"
"16","현금영수증을 인터넷을 통해 어떻게 받아?"
"16","현금영수증을 인터넷을 통해 어떻게 발급받아?"
"17","결제 날짜 확인 부탁드립니다."
"17","나의 출금일은 언제인가요?"
"17","내 요금은 언제 결제되는거죠?"
"17","신용카드 납부하는 날짜가 언제인가요?"
"17","요금 결재일을 알려줴요"
"17","요금 결제 날짜좀 알려줘요"
"17","요금 결제되는 날짜 확인 부탁드립니다."
"17","요금 언제까지 내요?"
"17","요금 출금되는 날이 언제야?"
"17","요금 출금일은 알려줘"
"17","요금 출금일은 언제인가요?"
"17","요금이 카드로 나가는 날짜가 언제죠?"
"17","은행 출금일이 언제인가요?"
"17","은행자동이체 출금 일정 확인이 가능한가요? 가능하다면 어디서 확인하나요?"
"17","이번달 내 출금일 알려줘"
"17","이번달 내 출금일은 언제인가요?"
"17","자동이체 은행에서 출금되는 날짜가 언제예요?"
"17","지로는 언제까지 납부해야 하나요?"
"17","출금일 알려줘요"
"17","출금일은?"
"17","핸드폰요금 결제일은 몇일 있나요?"
"18","100% LTE 데이터팩에 대해 알려주세요"
"18","100% LTE 데이터팩에 대해 알려줘"
"18","100% LTE 데이터팩은 어떤 서비스 인가요?"
"18","100% LTE 데이터팩은?"
"18","100% LTE 데이터팩이 뭔가요?"
"18","LTE 100% 데이터팩에 대해 알려주세요"
"19","멤버십 제휴 가맹점은 어디있어?"
"19","멤버십 제휴점은?"
"19","멤버십 제휴점이 어디지?"
"19","멤버십 카드 가맹점을 알고 싶어요."
"19","멤버십 혜택은 어디서 받지?"
"19","멤버십 혜택을 받을수 있는 제휴점은?"
"19","멤버십 혜택을 알려줘"
"20","나만의 콕 멤버십 카테고리를 변경하고 싶습니다."
"20","나만의 콕 멤버십 카테고리를 변경하는 방법이 뭐죠?"
"20","나만의 콕 멤버십 카테고리를 변경하는 방법이 있습니까?"
"20","콕 멤버십 카테고리를 변경하는 방법은?"
"20","콕 멤버십 카테고리를 어떻게 바꿔?"
"20","카테고리 선택 후 재변경이 가능한가요?"
"20","콕 카테고리 재변경 가능해요?"
"20","콕 카테고리를 다시 바꾸고 싶어요"
"20","콕 카테고리를 선택한후에 또 바꿀수 있어요?"
"21","대리점에서 요금내고 싶어요"
"21","대리점에서 요금을 납부하고 싶은데 방법을 랄려줘요"
"21","엉업점목록좀 알려줘요"
