['edbd2e66bb36437aa273e537'],edbd2e66bb36437aa273e537,휴대 품 관 한 면세 한도 는 어떻게 돼 ?,True
['71c1e762532f442097134a7d'],71c1e762532f442097134a7d,전기 료 관련 손해배상 청구 소송 중 배상 액 명시 된 판례 보기,True
['773f2669f0bd4709bd564359'],773f2669f0bd4709bd564359,불법 점 용한   철탑 철거 관련 간접강제 신청 의 인용 에 불복 한 판례 검색 해줘,True
['133255cd3f6147b089eb52e4'],133255cd3f6147b089eb52e4,토지 사용 에 대해 토지 보상금 청구 소송 을 한 사례,True
['e31b12f8212b4c1a8483527c'],e31b12f8212b4c1a8483527c,위법 사유 가 있는 임대료 부과 처분 에 대한 취소 청구 소송 판례,True
['ebab4736f7e64ed3a5780afb'],ebab4736f7e64ed3a5780afb,건강 보조 식품 반입 허 용량 알려줘,True
['d8a29c32e3b14fdf8db08e1a'],d8a29c32e3b14fdf8db08e1a,할증 운임 은 언제 내나요 ?,True
['773f2669f0bd4709bd564359'],773f2669f0bd4709bd564359,불법점유 한 철탑 철거 관련 간접강제 결정 판례 중 위헌 판례 검색 해줘,True
['6d1fc0e57d6247c1b4b0b423'],6d1fc0e57d6247c1b4b0b423,어느 게이트 쪽 에 환승 데스크 가 있나요 ?,True
['1e8eadc32b7742a4b0b76042'],1e8eadc32b7742a4b0b76042,감전 당했을 때 청구 할 수 있는 구상 소송 판례 에 대해 알려주세요,True
['2f388c3668fc4427bbaf0407'],2f388c3668fc4427bbaf0407,돌출 물 충돌 에 관련 구상권 청구 에 관 한 대법원 판례 검색 해줘,True
['3bf2de985c2a42e6bc5845ab'],3bf2de985c2a42e6bc5845ab,세금 면제 받을수있는 면세 세액 범위,True
['ebab4736f7e64ed3a5780afb'],ebab4736f7e64ed3a5780afb,용량 이 많은 약 은 어떻게 담아 와 ?,True
['b36a74d4259c47c9a960910b'],b36a74d4259c47c9a960910b,부가세 환급 은 누가 가능한거야 ?,True
['41e32ff8b1d8490f8cde8058'],41e32ff8b1d8490f8cde8058,담배 는 얼마 까지 면세 될까 요,True
['7d35756eabfd46f6b1084b40'],7d35756eabfd46f6b1084b40,실시 계획 승인 을 고시 하지 않았을 때 무효 확인 소송 구 할 수 있는지 여부 관련 판례,True
['b931fe8355264a80b07c6294'],b931fe8355264a80b07c6294,어느 지역 에서 난 식물 은 수입 금지 야 ?,True
['494a18c26588453092e8a358'],ebab4736f7e64ed3a5780afb,의료 목적 약 인데 반입 가능한가요,False
['0596f5b0830b47538339b08c'],0596f5b0830b47538339b08c,가입 하고 싶은데 비영리 법인 이어도 상관없나요,True
['e794e051df0b4c57a5a9802a'],e794e051df0b4c57a5a9802a,계약 종별 잘못 적용 한 경우 소송 에 대하 여,True
['d73e24f061f741ebaa7509e3'],d73e24f061f741ebaa7509e3,케이티엑스 얼마 에요,True
['d5f4213eca114e63957bf6f4'],d5f4213eca114e63957bf6f4,자동 수화물 기계 는 어디 에 설치 되어있어요 ?,True
['430b6ab18c414c0b8e8e4c3a'],430b6ab18c414c0b8e8e4c3a,절차 가 어려워요 ? 씨 큐리 티첵,True
['c1c28e4d9ce8468cb37cbeba'],c1c28e4d9ce8468cb37cbeba,소멸시효 지난 전력 분배 선로 손 배상 청구 소송 관련 판례 알려줘,True
['7fe861c370e84b5cb99e040f'],7fe861c370e84b5cb99e040f,송전 선로 공사 중지 가처분 신청 의 결과 보전 의 필요성 이 소명 되지 않아 기각 된 판례,True
['9d17b11a95c3475a88be0964'],9d17b11a95c3475a88be0964,외국 에서 개 데리 고 우리나라 들어올 경우 어뜨케 ?,True
['ddefd287c03d4f2ab283a5a8'],ddefd287c03d4f2ab283a5a8,지원기 간 이 언제 까지 인지 모르겟어,True
['f944d32f776243c89ba54f09'],f944d32f776243c89ba54f09,짐 분실 하면 어디 에 연락 해야 되나 ?,True
['eb3e25d0ab5141b8863e2f5a'],eb3e25d0ab5141b8863e2f5a,원고 적격 여부 에 대해 논 한 소유권보존등기 말 소 청구 소송 판례 보기,True
['1cfba082f3a8457abe8432df'],1cfba082f3a8457abe8432df,탑승 전 제한 되는 물품 들 이 있을까 ?,True
['fa1d648b20fd47a896db4ecc'],7b1faf1cfb7e46159358ec49,몇 살이 니,False
['f77bc33d28d442629360dd8a'],f77bc33d28d442629360dd8a,파리 행 인천 출발 대한항공 항공 편 알려줘,True
['7f2857131481440dad0de0c2'],7450434ee03d4ef8a43d58b9,뚜레쥬르 카페 어디 에 있나요 ?,False
['a587cf3ccd824900980f2036'],a587cf3ccd824900980f2036,광명 방향 버스 알려줄래,True
['7f2857131481440dad0de0c2'],7f2857131481440dad0de0c2,1 터미널 식당 보통 몇 시 까지 운영 해 ?,True
['fe4f454dcb8c42918f5f3f4e'],311c6080536943b7a81f7917,hello,False
['05ba26fba7a5493bb3fab392'],05ba26fba7a5493bb3fab392,위탁 기관 의 방송 수신료 통합 징수 에 대한 권한 부존재 를 확인 하는 소송,True
['b931fe8355264a80b07c6294'],b931fe8355264a80b07c6294,수입 재재 되는 식물 대상 알려줘,True
['6d9f75d689d546fd9cbf79f0'],6d9f75d689d546fd9cbf79f0,저기 있잖아,True
['dd60bca26caa4e28922b2880'],dd60bca26caa4e28922b2880,어플 배송 알림 을 어떻게 해제 할 수 있을까요 ?,True
['a7198d3695a44c8384773435'],a7198d3695a44c8384773435,민사소송법 중 의사표시 청구 소송 관련 토지 소송 승소 사례 보기,True
['5c5eff4029e447b2903a207d'],5c5eff4029e447b2903a207d,어떤 장점 때문 에 자진 신고 하는지 궁금해요,True
['2768c8a13f174eeaadc17439'],fc1d22b22ac14a738b78fd5c,여행자 검역 주사 많이 비쌀까 ?,False
['fc26ee3823c44625903c951c'],fc26ee3823c44625903c951c,휴대 품 신고 서 작 성법 알려줘 !,True
['796f3e425e894b8aaed82919'],796f3e425e894b8aaed82919,235 번 탑승 구 는 어디 로 가야해 ?,True
['073cc35ecd8f48dba50b3c9e'],073cc35ecd8f48dba50b3c9e,귀중 품 신고 방법 알려줘,True
['608d176ea73e42b39dd91aa2'],608d176ea73e42b39dd91aa2,통관 불과 물품 이 뭐 야,True
['baaa16ea12d84fec9c6afb4a'],baaa16ea12d84fec9c6afb4a,허가 없는 사유 지 무단 사용 관련 제기 된 소송 의 결과 가르쳐줘,True
['d4bbc106b3d2473fa3dabcb0'],d4bbc106b3d2473fa3dabcb0,멤버십 카드 되나요,True
['8340ce3094d340f5bd87c9e6'],8340ce3094d340f5bd87c9e6,돌출 물 충돌 에 관 한 손해배상 청구 소송 관련 판결 사례 들 을 알려주세요,True
['c2f7bfb9464d4364b1c4654f'],c2f7bfb9464d4364b1c4654f,네 노래 듣고 싶어,True
['817bfaac849d4fe685c20728'],817bfaac849d4fe685c20728,추 심금   청구 시 참고 할만 한 소송 판례 는 ?,True
['5844f692252d4b7cac6ee11a'],5844f692252d4b7cac6ee11a,티원 에서 캐리어 는 어디서 찾아가는 거지 요 ?,True
['5a8bc6b72c204bb99ec0716c'],5a8bc6b72c204bb99ec0716c,이탈리아 가도 괜찮은 거지 ?,True
['2768c8a13f174eeaadc17439'],2768c8a13f174eeaadc17439,고양이 검역 증명서 는 어디서 받아가요 ?,True
['e0f61c358eb143e5a419545b'],e0f61c358eb143e5a419545b,출입국 현장 통관 은 왜 하는거야,True
['6a2f5eaa83b34c14ac1037d8'],6a2f5eaa83b34c14ac1037d8,택배 어딨어,True
['d0bdc6c97ca547af92ec40b5'],98be91a488a74e41942cdffc,구 상금 청구 소송 에서 승소 한 판례 알려주세요,False
['b14a8ea31564439a802a91d2'],b14a8ea31564439a802a91d2,어디서 세관 신고 문의 를 담당 하고 있죠 ?,True
['56bd5e3f9853441bbb2d068d'],796f3e425e894b8aaed82919,출국 할 때 어디서 탑승 하는거야 ?,False
['afc8416dd20b4fd8a0af412c'],afc8416dd20b4fd8a0af412c,청년 공제 만기 됐는데 청년 재직 자 내 채공 또 가입 해도 돼 ?,True
['893f452447e2424fb00e8be4'],893f452447e2424fb00e8be4,제 1 터미널 에서 환승 투어 신청 하고 싶어,True
['ebab4736f7e64ed3a5780afb'],ebab4736f7e64ed3a5780afb,의약품 사올 때 주의 사항 있을까 ?,True
['cc9e215fc26f4883ba4bd7dc'],cc9e215fc26f4883ba4bd7dc,물품 대 금지 급 청구 소송 관련 판례,True
['f77bc33d28d442629360dd8a'],6ca0a9e0f05b43d4bded5952,태어나자마자 비행기 탈수있을까 ?,False
['f944d32f776243c89ba54f09'],f944d32f776243c89ba54f09,어디 에 연락 하죠 화물 분 실시 에,True
['36e452a2389d45cc965f7366'],36e452a2389d45cc965f7366,실망 이 커,True
['3f7851846d2c435fbf0c6951'],73c5911081ba4c6289d3f85b,유실물 센터 에 내 물건 있다는데 어떻게 받아 ?,False
['6d1fc0e57d6247c1b4b0b423'],6d1fc0e57d6247c1b4b0b423,환승 용 데스크 는 어딨을까 티투 터미널 에,True
['d3ce49af7b9646b78a69207c'],d3ce49af7b9646b78a69207c,퇴직금 청구 소송 에서 근로자 지위 확인 관련   판례 가 변경 된 사례,True
['a14c3cb5b86d464f85227409'],a14c3cb5b86d464f85227409,주차장 혼잡,True
['b7541c8648c54e37965134b2'],2ce47c1f455e479e82b6ccf6,생물 에 대한 검역 은 누구 에게 물어보나요 ?,False
['3f7851846d2c435fbf0c6951'],f944d32f776243c89ba54f09,짐 분실 하면 어떻게 처리 해야해 ?,False
['5c5eff4029e447b2903a207d'],5c5eff4029e447b2903a207d,세관 에 자진 신고 하 면 좋은 점 이 뭘 까 ?,True
['d73e24f061f741ebaa7509e3'],d73e24f061f741ebaa7509e3,심야버스 는 성인 1 인 요금 이 얼마 에요 ? 제 2 여객 터미널,True
['d6d8dad3b9164cb3bbc8c689'],d6d8dad3b9164cb3bbc8c689,출국 장 위치 좀 안내 해줘,True
['8af1ea6670db4beb88144894'],8af1ea6670db4beb88144894,과 다 위약금 청구 로 인한 소송 판례,True
['bc81e281b0bd44b2b532182f'],bc81e281b0bd44b2b532182f,인도 장 몇 시 까지 하는 부분 ?,True
